"tempos","tratamento.evidencia","tratamentos.comparado","value","Std.Error","DF","t.value","p.value","significancia"
"0","PVS21","GBS21",-1.11232146362548e-14,1.63508654526449,52,-6.8028292866024e-15,0.999999999999995,"NS"
"2","PVS21","GBS21",-24.7629297354914,1.63508654526449,52,-15.1447211202425,1.04611472427014e-20,"*"
"4","PVS21","GBS21",-46.5781242643747,1.63508654526449,52,-28.486641517095,2.12930058433498e-33,"*"
"6","PVS21","GBS21",-48.1123145080904,1.63508654526449,52,-29.4249345072483,4.34852402188358e-34,"*"
"8","PVS21","GBS21",-35.3944411532307,1.63508654526449,52,-21.6468304113562,1.12489575624874e-27,"*"
"12","PVS21","GBS21",-19.0351352017004,1.63508654526449,52,-11.6416682999623,4.22352633609801e-16,"*"
"16","PVS21","GBS21",-21.0880544060886,1.63508654526449,52,-12.8972099166026,7.89155158732897e-18,"*"
"20","PVS21","GBS21",-5.35486943787707,1.63508654526449,52,-3.27497614935782,0.00188385402591168,"*"
"24","PVS21","GBS21",-4.45140050400925,1.63508654526449,52,-2.72242500979617,0.00879879298468986,"*"
"0","PVS21","PAS21",4.92669937894932e-14,1.63508654526449,52,3.0131122986841e-14,0.999999999999976,"NS"
"2","PVS21","PAS21",-12.7510428757516,1.63508654526449,52,-7.79839019083179,2.6543332292053e-10,"*"
"4","PVS21","PAS21",-21.5105996585229,1.63508654526449,52,-13.1556337007491,3.56703420457993e-18,"*"
"6","PVS21","PAS21",-15.8243306572715,1.63508654526449,52,-9.67797741538618,3.17956877854595e-13,"*"
"8","PVS21","PAS21",-11.3123091847647,1.63508654526449,52,-6.91847732312837,6.67575450459357e-09,"*"
"12","PVS21","PAS21",-6.73847156357347,1.63508654526449,52,-4.12117119004454,0.00013579937453662,"*"
"16","PVS21","PAS21",-5.61293480929016,1.63508654526449,52,-3.43280594262503,0.00117982171563118,"*"
"20","PVS21","PAS21",-4.67271077435295,1.63508654526449,52,-2.85777580880106,0.00612220891560931,"*"
"24","PVS21","PAS21",-3.38094921586544,1.63508654526449,52,-2.0677493956863,0.043655591675619,"*"
