"tempos","tratamento.evidencia","tratamentos.comparado","value","Std.Error","DF","t.value","p.value","significancia"
"0","PQEV","EXEV",-2.88569966833125e-15,2.12985314200923,103,-1.35488199229031e-15,0.999999999999999,"NS"
"2","PQEV","EXEV",-57.2383764420255,2.12985314200923,103,-26.8743301183802,2.40073197311245e-48,"*"
"4","PQEV","EXEV",-63.1076829363599,2.12985314200923,103,-29.6300630741264,3.23287460748257e-52,"*"
"6","PQEV","EXEV",-52.5253383829136,2.12985314200923,103,-24.6614836238723,5.14799293104194e-45,"*"
"8","PQEV","EXEV",-24.9941294283556,2.12985314200923,103,-11.7351421726556,1.06298255047381e-20,"*"
"12","PQEV","EXEV",-12.7454011504094,2.12985314200923,103,-5.98416900161756,3.19072763090556e-08,"*"
"16","PQEV","EXEV",-7.2680756282805,2.12985314200923,103,-3.41247736049258,0.000921238132010457,"*"
"20","PQEV","EXEV",-5.64806374174015,2.12985314200923,103,-2.65185595679708,0.00927075590864083,"*"
"24","PQEV","EXEV",-0.658367992647166,2.12985314200923,103,-0.309114266923626,0.757859020179474,"NS"
"0","PQEV","GBEV",-1.35607926279044e-14,2.12985314200923,103,-6.36700829762921e-15,0.999999999999995,"NS"
"2","PQEV","GBEV",-56.5568789755274,2.12985314200923,103,-26.5543561948001,7.06640904383791e-48,"*"
"4","PQEV","GBEV",-58.175799427061,2.12985314200923,103,-27.3144651523625,5.52386669649074e-49,"*"
"6","PQEV","GBEV",-52.0890164982118,2.12985314200923,103,-24.4566235440406,1.07365575508876e-44,"*"
"8","PQEV","GBEV",-29.3631349751283,2.12985314200923,103,-13.7864599187473,3.96866551173133e-25,"*"
"12","PQEV","GBEV",-14.7935313149799,2.12985314200923,103,-6.94579876104706,3.4820073179418e-10,"*"
"16","PQEV","GBEV",-15.1175829922041,2.12985314200923,103,-7.09794618888264,1.66739483527032e-10,"*"
"20","PQEV","GBEV",-3.71947218058623,2.12985314200923,103,-1.74635147711518,0.0837312075870175,"*"
"24","PQEV","GBEV",-0.341242362261838,2.12985314200923,103,-0.160218728479993,0.873022572050347,"NS"
"0","PQEV","GVEV",-1.49211427196791e-14,2.12985314200923,103,-7.00571434967717e-15,0.999999999999994,"NS"
"2","PQEV","GVEV",-58.9433956941234,2.12985314200923,103,-27.6748638352211,1.68086756529582e-49,"*"
"4","PQEV","GVEV",-71.410798785722,2.12985314200923,103,-33.5285083169422,3.13195561399794e-57,"*"
"6","PQEV","GVEV",-73.99881082901,2.12985314200923,103,-34.7436212241385,1.07524014830345e-58,"*"
"8","PQEV","GVEV",-60.5936742729382,2.12985314200923,103,-28.4496959333901,1.35485306847669e-50,"*"
"12","PQEV","GVEV",-32.3372886262226,2.12985314200923,103,-15.1828724659,4.93413152391676e-28,"*"
"16","PQEV","GVEV",-18.9074347285154,2.12985314200923,103,-8.87734198925975,2.30083778793895e-14,"*"
"20","PQEV","GVEV",-11.0673801806521,2.12985314200923,103,-5.19631140868778,1.03258209765649e-06,"*"
"24","PQEV","GVEV",-3.45655134566031,2.12985314200923,103,-1.62290595416335,0.107666388068642,"*"
"0","PQEV","PAEV",-4.06705862546765e-14,2.12985314200923,103,-1.90954885350965e-14,0.999999999999985,"NS"
"2","PQEV","PAEV",-40.254543471162,2.12985314200923,103,-18.9001498165208,2.93024067536421e-35,"*"
"4","PQEV","PAEV",-32.8088085496296,2.12985314200923,103,-15.40425858596,1.74494025735967e-28,"*"
"6","PQEV","PAEV",-25.0796829965082,2.12985314200923,103,-11.7753109366258,8.67632423761432e-21,"*"
"8","PQEV","PAEV",-3.35420257305238,2.12985314200923,103,-1.57485157398605,0.118357395788516,"*"
"12","PQEV","PAEV",-0.881140612759756,2.12985314200923,103,-0.413709563058661,0.67994697259587,"NS"
"16","PQEV","PAEV",1.54482383244578,2.12985314200923,103,0.725319413801667,0.469900802058908,"*"
"20","PQEV","PAEV",-2.67035015431071,2.12985314200923,103,-1.25377196278969,0.212763144856768,"*"
"24","PQEV","PAEV",6.00590288282273,2.12985314200923,103,2.81986713748581,0.00576352921667523,"*"
"0","PQEV","PVEV",3.29046414812071e-15,2.12985314200923,103,1.54492536749111e-15,0.999999999999999,"NS"
"2","PQEV","PVEV",-37.4843096446967,2.12985314200923,103,-17.5994808775103,8.1118966547196e-33,"*"
"4","PQEV","PVEV",-35.1371706790232,2.12985314200923,103,-16.4974617197672,1.12513355810307e-30,"*"
"6","PQEV","PVEV",-37.4646152387859,2.12985314200923,103,-17.5902340400067,8.44924208484933e-33,"*"
"8","PQEV","PVEV",-26.3489402734841,2.12985314200923,103,-12.3712474601077,4.32572923609878e-22,"*"
"12","PQEV","PVEV",-30.6099561562104,2.12985314200923,103,-14.371862337576,2.33738608596292e-26,"*"
"16","PQEV","PVEV",-18.5428341409106,2.12985314200923,103,-8.70615620165148,5.49432372810333e-14,"*"
"20","PQEV","PVEV",-14.2297648136456,2.12985314200923,103,-6.68110140224116,1.23789840511899e-09,"*"
"24","PQEV","PVEV",-6.37010864976754,2.12985314200923,103,-2.99086755050077,0.00348052138733544,"*"
