ID,TEMPOS,TRATAMENTO EM EVIDENCIA,TRATAMENTO COMPARADO,VALUE,STD.ERROR,DF,T.VALUE,P.VALUE,SIGN.
1,0,GVET,EXET,-5.86513271284777e-16,1.20243416685689,103,-4.87771628128215e-16,1,NS
2,2,GVET,EXET,2.05560278765048,1.20243416685689,103,1.70953457936391,0.0903631372076826,*
3,4,GVET,EXET,6.57520425854844,1.20243416685689,103,5.46824469878111,3.19468120939206e-07,*
4,6,GVET,EXET,15.7404702861815,1.20243416685689,103,13.0905048442913,1.20700471647412e-23,*
5,8,GVET,EXET,23.5510556364419,1.20243416685689,103,19.586149733256,1.644253029085e-36,*
6,12,GVET,EXET,31.4878836712514,1.20243416685689,103,26.1867838915118,2.47195838867359e-47,*
7,16,GVET,EXET,16.6400522722169,1.20243416685689,103,13.8386389299909,3.07855710933956e-25,*
8,20,GVET,EXET,8.41342733914591,1.20243416685689,103,6.99699623567605,2.71935380076472e-10,*
9,24,GVET,EXET,5.7683770697241,1.20243416685689,103,4.79724980270845,5.45021155054958e-06,*
10,0,GVET,GBET,6.00626151201136e-15,1.20243416685689,103,4.99508553363174e-15,0.999999999999996,NS
11,2,GVET,GBET,4.46383511267558,1.20243416685689,103,3.71233223049862,0.000333492435873452,*
12,4,GVET,GBET,29.3133273749993,1.20243416685689,103,24.378322059513,1.42357895655652e-44,*
13,6,GVET,GBET,23.3502852309689,1.20243416685689,103,19.4191797560157,3.29688923241569e-36,*
14,8,GVET,GBET,36.4210717596532,1.20243416685689,103,30.2894518166066,4.22116459716654e-53,*
15,12,GVET,GBET,34.4262028212601,1.20243416685689,103,28.6304263220071,7.58787840766411e-51,*
16,16,GVET,GBET,21.0257447624981,1.20243416685689,103,17.4859841328848,1.33857687111934e-32,*
17,20,GVET,GBET,11.9770928905055,1.20243416685689,103,9.96070572563083,9.0478569262182e-17,*
18,24,GVET,GBET,5.91837972994223,1.20243416685689,103,4.9219989693179,3.2655053620399e-06,*
19,0,GVET,PAET,2.68350254910179e-14,1.20243416685689,103,2.23172513146093e-14,0.999999999999982,NS
20,2,GVET,PAET,23.9131744531098,1.20243416685689,103,19.8873045296258,4.72930813504442e-37,*
21,4,GVET,PAET,51.2875137156371,1.20243416685689,103,42.653074180103,2.82290735169467e-67,*
22,6,GVET,PAET,57.3911261532407,1.20243416685689,103,47.7291212568075,4.58398304196754e-72,*
23,8,GVET,PAET,57.2184501162519,1.20243416685689,103,47.5855158589003,6.16939626859662e-72,*
24,12,GVET,PAET,47.5198362032068,1.20243416685689,103,39.519698884989,4.6660050594906e-64,*
25,16,GVET,PAET,27.846375087362,1.20243416685689,103,23.1583365267732,1.2555963826458e-42,*
26,20,GVET,PAET,17.0656886132337,1.20243416685689,103,14.192617844387,5.54041778634623e-26,*
27,24,GVET,PAET,11.635281237241,1.20243416685689,103,9.67643930782103,3.88060622257597e-16,*
28,0,GVET,PQET,1.28896559038917e-14,1.20243416685689,103,1.07196354354972e-14,0.999999999999991,NS
29,2,GVET,PQET,46.8669950054977,1.20243416685689,103,38.9767658781737,1.77555623970253e-63,*
30,4,GVET,PQET,74.1106298395746,1.20243416685689,103,61.6338356662775,4.08824583466148e-83,*
31,6,GVET,PQET,71.6950147510452,1.20243416685689,103,59.6248981667354,1.13195804160746e-81,*
32,8,GVET,PQET,64.7136093418239,1.20243416685689,103,53.8188377588959,3.1278970563708e-77,*
33,12,GVET,PQET,48.6602821565487,1.20243416685689,103,40.4681466127536,4.69527849469018e-65,*
34,16,GVET,PQET,28.3241902377457,1.20243416685689,103,23.555709758135,2.86767750624191e-43,*
35,20,GVET,PQET,17.0789619977837,1.20243416685689,103,14.2036566063549,5.25307802702979e-26,*
36,24,GVET,PQET,12.3467109978584,1.20243416685689,103,10.2680972798138,1.87397625743853e-17,*
37,0,GVET,PVET,-2.0499321283212e-15,1.20243416685689,103,-1.70481859616451e-15,0.999999999999999,NS
38,2,GVET,PVET,24.2998430837429,1.20243416685689,103,20.2088760894592,1.26551046261741e-37,*
39,4,GVET,PVET,39.5963026733409,1.20243416685689,103,32.9301210533996,1.71112908120764e-56,*
40,6,GVET,PVET,38.1758079020373,1.20243416685689,103,31.7487717450905,5.27627848273465e-55,*
41,8,GVET,PVET,33.4267324721396,1.20243416685689,103,27.7992204425758,1.11798194538591e-49,*
42,12,GVET,PVET,33.5454679060081,1.20243416685689,103,27.8979663341525,8.09545422497389e-50,*
43,16,GVET,PVET,17.1389625918685,1.20243416685689,103,14.2535558821229,4.12989150530759e-26,*
44,20,GVET,PVET,6.56006261167579,1.20243416685689,103,5.45565220324995,3.37527130200038e-07,*
45,24,GVET,PVET,1.26794434442879,1.20243416685689,103,1.05448130082925,0.294129889389407,*
46,0,PVET,EXET,-1.3076921857479e-16,1.20243416685689,103,-1.08753744844606e-16,1,NS
47,2,PVET,EXET,-22.2442402960925,1.20243416685689,103,-18.4993415100954,1.62033038244479e-34,*
48,4,PVET,EXET,-33.0210984147925,1.20243416685689,103,-27.4618763546185,3.39056884076891e-49,*
49,6,PVET,EXET,-22.4353376158559,1.20243416685689,103,-18.6582669007992,8.20474736775989e-35,*
50,8,PVET,EXET,-9.87567683569772,1.20243416685689,103,-8.21307070931986,6.65177492981661e-13,*
51,12,PVET,EXET,-2.05758423475671,1.20243416685689,103,-1.71118244264063,0.0900573968385746,*
52,16,PVET,EXET,-0.498910319651598,1.20243416685689,103,-0.414916952131966,0.679065663789006,NS
53,20,PVET,EXET,1.85336472747012,1.20243416685689,103,1.54134403242611,0.126299831556733,*
54,24,PVET,EXET,4.50043272529532,1.20243416685689,103,3.74276850187921,0.000299866948576834,*
55,0,PVET,GBET,-2.93302612549111e-15,1.20243416685689,103,-2.43924050591303e-15,0.999999999999998,NS
56,2,PVET,GBET,-19.8360079710674,1.20243416685689,103,-16.4965438589606,1.12983764217971e-30,*
57,4,PVET,GBET,-10.2829752983416,1.20243416685688,103,-8.55179899388659,1.2021832484332e-13,*
58,6,PVET,GBET,-14.8255226710685,1.20243416685689,103,-12.3295919890748,5.32955253177912e-22,*
59,8,PVET,GBET,2.99433928751361,1.20243416685689,103,2.49023137403081,0.0143649795285297,*
60,12,PVET,GBET,0.880734915252045,1.20243416685689,103,0.732459987854678,0.465551375773274,*
61,16,PVET,GBET,3.8867821706296,1.20243416685689,103,3.23242825076195,0.00164907342405205,*
62,20,PVET,GBET,5.41703027882971,1.20243416685689,103,4.50505352238087,1.75642184990683e-05,*
63,24,PVET,GBET,4.65043538551344,1.20243416685689,103,3.86751766848865,0.000192836674474857,*
64,0,PVET,GVET,-2.27669204429023e-15,1.20243416685689,103,-1.89340265525007e-15,0.999999999999998,NS
65,2,PVET,GVET,-24.299843083743,1.20243416685688,103,-20.2088760894593,1.26551046261709e-37,*
66,4,PVET,GVET,-39.5963026733409,1.20243416685689,103,-32.9301210533996,1.7111290812075e-56,*
67,6,PVET,GVET,-38.1758079020374,1.20243416685689,103,-31.7487717450905,5.2762784827339e-55,*
68,8,PVET,GVET,-33.4267324721396,1.20243416685689,103,-27.7992204425759,1.11798194538575e-49,*
69,12,PVET,GVET,-33.5454679060081,1.20243416685689,103,-27.8979663341525,8.09545422497343e-50,*
70,16,PVET,GVET,-17.1389625918685,1.20243416685689,103,-14.2535558821229,4.12989150530732e-26,*
71,20,PVET,GVET,-6.56006261167581,1.20243416685689,103,-5.45565220324997,3.37527130200018e-07,*
72,24,PVET,GVET,-1.26794434442877,1.20243416685689,103,-1.05448130082924,0.294129889389412,*
73,0,PVET,PAET,-1.26752809199279e-14,1.20243416685689,103,-1.05413512600533e-14,0.999999999999992,NS
74,2,PVET,PAET,-0.386668630633184,1.20243416685689,103,-0.321571559833434,0.74842895705249,NS
75,4,PVET,PAET,11.6912110422962,1.20243416685689,103,9.72295312670343,3.0580898547618e-16,*
76,6,PVET,PAET,19.2153182512033,1.20243416685689,103,15.980349511717,1.20042282279267e-29,*
77,8,PVET,PAET,23.7917176441123,1.20243416685688,103,19.7862954163245,7.17413977533678e-37,*
78,12,PVET,PAET,13.9743682971987,1.20243416685689,103,11.6217325508365,1.88699756959395e-20,*
79,16,PVET,PAET,10.7074124954934,1.20243416685689,103,8.90478064465032,2.00085327276217e-14,*
80,20,PVET,PAET,10.5056260015579,1.20243416685689,103,8.73696564113706,4.69833117280911e-14,*
81,24,PVET,PAET,10.3673368928122,1.20243416685689,103,8.6219580069918,8.42383335635359e-14,*
82,0,PVET,PQET,-1.56337031432739e-15,1.20243416685689,103,-1.30017123383476e-15,0.999999999999999,NS
83,2,PVET,PQET,22.5671519217547,1.20243416685689,103,18.7678897887144,5.14059768607219e-35,*
84,4,PVET,PQET,34.5143271662337,1.20243416685689,103,28.7037146128779,6.00311281464534e-51,*
85,6,PVET,PQET,33.5192068490078,1.20243416685689,103,27.8761264216449,8.69391453162576e-50,*
86,8,PVET,PQET,31.2868768696844,1.20243416685689,103,26.0196173163201,4.387832489546e-47,*
87,12,PVET,PQET,15.1148142505406,1.20243416685689,103,12.5701802786011,1.60000076497844e-22,*
88,16,PVET,PQET,11.1852276458772,1.20243416685689,103,9.30215387601218,2.63404512440469e-15,*
89,20,PVET,PQET,10.5188993861079,1.20243416685689,103,8.74800440310494,4.44204567580305e-14,*
90,24,PVET,PQET,11.0787666534296,1.20243416685689,103,9.21361597898458,4.14093650022836e-15,*
91,0,PAET,EXET,1.42209177918391e-13,1.20243416685726,103,1.18267745410192e-13,0.999999999999906,NS
92,2,PAET,EXET,-21.8575716654592,1.20243416685726,103,-18.1777699502561,6.4837897380785e-34,*
93,4,PAET,EXET,-44.7123094570887,1.20243416685726,103,-37.1848294813102,1.64532491260584e-61,*
94,6,PAET,EXET,-41.6506558670592,1.20243416685726,103,-34.6386164125054,1.43327839810587e-58,*
95,8,PAET,EXET,-33.66739447981,1.20243416685726,103,-27.9993661256356,5.81669427705475e-50,*
96,12,PAET,EXET,-16.0319525319554,1.20243416685726,103,-13.332914993473,3.65321268260991e-24,*
97,16,PAET,EXET,-11.206322815145,1.20243416685726,103,-9.31969759677937,2.40811189473803e-15,*
98,20,PAET,EXET,-8.65226127408775,1.20243416685726,103,-7.19562160870869,1.03660966040327e-10,*
99,24,PAET,EXET,-5.866904167517,1.20243416685726,103,-4.87918950511113,3.896275638902e-06,*
100,0,PAET,GBET,1.34570171766807e-13,1.20243416685726,103,1.11914793737544e-13,0.999999999999911,NS
101,2,PAET,GBET,-19.4493393404341,1.20243416685726,103,-16.174972299122,4.90536582596236e-30,*
102,4,PAET,GBET,-21.9741863406377,1.20243416685726,103,-18.2747521205843,4.26194384507318e-34,*
103,6,PAET,GBET,-34.0408409222718,1.20243416685726,103,-28.3099415007829,2.12536969637021e-50,*
104,8,PAET,GBET,-20.7973783565987,1.20243416685726,103,-17.2960640422882,3.10614372545608e-32,*
105,12,PAET,GBET,-13.0936333819467,1.20243416685726,103,-10.8892725629785,7.82309104255665e-19,*
106,16,PAET,GBET,-6.82063032486384,1.20243416685726,103,-5.6723523938866,1.29908524893582e-07,*
107,20,PAET,GBET,-5.08859572272816,1.20243416685726,103,-4.23191211875487,5.03993934609148e-05,*
108,24,PAET,GBET,-5.71690150729889,1.20243416685726,103,-4.75444033850173,6.486561245847e-06,*
109,0,PAET,GVET,1.48146970003562e-13,1.20243416685726,103,1.23205888594105e-13,0.999999999999902,NS
110,2,PAET,GVET,-23.9131744531097,1.20243416685726,103,-19.8873045296195,4.72930813516811e-37,*
111,4,PAET,GVET,-51.2875137156371,1.20243416685726,103,-42.6530741800896,2.82290735178072e-67,*
112,6,PAET,GVET,-57.3911261532407,1.20243416685726,103,-47.7291212567926,4.5839830421087e-72,*
113,8,PAET,GVET,-57.2184501162519,1.20243416685726,103,-47.5855158588854,6.16939626878607e-72,*
114,12,PAET,GVET,-47.5198362032068,1.20243416685726,103,-39.5196988849767,4.66600505963179e-64,*
115,16,PAET,GVET,-27.846375087362,1.20243416685726,103,-23.158336526766,1.25559638267996e-42,*
116,20,PAET,GVET,-17.0656886132337,1.20243416685726,103,-14.1926178443826,5.5404177864651e-26,*
117,24,PAET,GVET,-11.6352812372411,1.20243416685726,103,-9.67643930781808,3.8806062226345e-16,*
118,0,PAET,PQET,1.43534545023303e-13,1.20243416685726,103,1.19369982140853e-13,0.999999999999905,NS
119,2,PAET,PQET,22.953820552388,1.20243416685726,103,19.089461348542,1.31567344736547e-35,*
120,4,PAET,PQET,22.8231161239375,1.20243416685726,103,18.9807614861686,2.08250547783496e-35,*
121,6,PAET,PQET,14.3038885978045,1.20243416685726,103,11.8957769099241,4.72222956351503e-21,*
122,8,PAET,PQET,7.49515922557199,1.20243416685726,103,6.23332189999364,1.0151711810815e-08,*
123,12,PAET,PQET,1.14044595334188,1.20243416685726,103,0.948447727764263,0.345121574856919,*
124,16,PAET,PQET,0.477815150383808,1.20243416685726,103,0.39737323136172,0.6919145329935,NS
125,20,PAET,PQET,0.0132733845499748,1.20243416685726,103,0.0110387619678728,0.991213873978091,NS
126,24,PAET,PQET,0.711429760617292,1.20243416685726,103,0.591657971992527,0.555376029315804,NS
127,0,PAET,PVET,1.42209910335717e-13,1.20243416685726,103,1.18268354522397e-13,0.999999999999906,NS
128,2,PAET,PVET,0.386668630633283,1.20243416685726,103,0.321571559833415,0.748428957052504,NS
129,4,PAET,PVET,-11.6912110422962,1.20243416685726,103,-9.72295312670035,3.05808985481e-16,*
130,6,PAET,PVET,-19.2153182512033,1.20243416685726,103,-15.980349511712,1.20042282282039e-29,*
131,8,PAET,PVET,-23.7917176441123,1.20243416685726,103,-19.7862954163183,7.17413977552023e-37,*
132,12,PAET,PVET,-13.9743682971987,1.20243416685726,103,-11.6217325508329,1.88699756962858e-20,*
133,16,PAET,PVET,-10.7074124954934,1.20243416685726,103,-8.90478064464753,2.00085327279053e-14,*
134,20,PAET,PVET,-10.5056260015579,1.20243416685726,103,-8.73696564113433,4.69833117287442e-14,*
135,24,PAET,PVET,-10.3673368928123,1.20243416685726,103,-8.62195800698915,8.42383335646672e-14,*
136,0,EXET,GBET,-1.71756390884996e-14,1.20243416685683,103,-1.42840577571052e-14,0.999999999999989,NS
137,2,EXET,GBET,2.40823232502511,1.20243416685683,103,2.00279765113482,0.0478266022815429,*
138,4,EXET,GBET,22.7381231164509,1.20243416685683,103,18.9100773607328,2.80943231010775e-35,*
139,6,EXET,GBET,7.60981494478747,1.20243416685683,103,6.32867491172476,6.51625059512551e-09,*
140,8,EXET,GBET,12.8700161232113,1.20243416685683,103,10.7033020833512,2.02219208138369e-18,*
141,12,EXET,GBET,2.93831915000876,1.20243416685683,103,2.44364243049542,0.0162397392023222,*
142,16,EXET,GBET,4.38569249028118,1.20243416685683,103,3.64734520289407,0.000417648212146582,*
143,20,EXET,GBET,3.56366555135959,1.20243416685683,103,2.9637094899549,0.00377595808387348,*
144,24,EXET,GBET,0.150002660218119,1.20243416685683,103,0.124749166609451,0.900965278782044,NS
145,0,EXET,GVET,-1.30110762576217e-14,1.20243416685683,103,-1.08206142309086e-14,0.999999999999991,NS
146,2,EXET,GVET,-2.05560278765048,1.20243416685683,103,-1.709534579364,0.0903631372076658,*
147,4,EXET,GVET,-6.57520425854842,1.20243416685683,103,-5.46824469878136,3.19468120938857e-07,*
148,6,EXET,GVET,-15.7404702861814,1.20243416685683,103,-13.0905048442919,1.2070047164703e-23,*
149,8,EXET,GVET,-23.5510556364419,1.20243416685683,103,-19.5861497332569,1.64425302907834e-36,*
150,12,EXET,GVET,-31.4878836712514,1.20243416685683,103,-26.1867838915131,2.4719583886624e-47,*
151,16,EXET,GVET,-16.6400522722169,1.20243416685683,103,-13.8386389299916,3.07855710932934e-25,*
152,20,EXET,GVET,-8.41342733914591,1.20243416685683,103,-6.9969962356764,2.71935380076014e-10,*
153,24,EXET,GVET,-5.76837706972408,1.20243416685683,103,-4.79724980270867,5.45021155054467e-06,*
154,0,EXET,PAET,3.32222442866463e-14,1.20243416685683,103,2.76291585871096e-14,0.999999999999978,NS
155,2,EXET,PAET,21.8575716654593,1.20243416685683,103,18.1777699502628,6.48378973789035e-34,*
156,4,EXET,PAET,44.7123094570887,1.20243416685683,103,37.1848294813237,1.64532491254856e-61,*
157,6,EXET,PAET,41.6506558670593,1.20243416685683,103,34.638616412518,1.43327839805638e-58,*
158,8,EXET,PAET,33.66739447981,1.20243416685683,103,27.9993661256457,5.81669427686315e-50,*
159,12,EXET,PAET,16.0319525319554,1.20243416685683,103,13.3329149934778,3.65321268252394e-24,*
160,16,EXET,PAET,11.206322815145,1.20243416685683,103,9.31969759678275,2.40811189469634e-15,*
161,20,EXET,PAET,8.6522612740878,1.20243416685683,103,7.19562160871134,1.03660966038989e-10,*
162,24,EXET,PAET,5.86690416751697,1.20243416685683,103,4.87918950511287,3.89627563887406e-06,*
163,0,EXET,PQET,-1.97176516824396e-14,1.20243416685683,103,-1.63981132821448e-14,0.999999999999987,NS
164,2,EXET,PQET,44.8113922178472,1.20243416685683,103,37.2672312988116,1.33051423805138e-61,*
165,4,EXET,PQET,67.5354255810263,1.20243416685683,103,56.1655909674992,4.4501332295757e-79,*
166,6,EXET,PQET,55.9545444648637,1.20243416685683,103,46.5343933224464,5.56450328473008e-71,*
167,8,EXET,PQET,41.162553705382,1.20243416685683,103,34.2326880256416,4.38428986473007e-58,*
168,12,EXET,PQET,17.1723984852973,1.20243416685683,103,14.2813627212424,3.61220345374744e-26,*
169,16,EXET,PQET,11.6841379655288,1.20243416685683,103,9.71707082814459,3.15161734639295e-16,*
170,20,EXET,PQET,8.66553465863774,1.20243416685683,103,7.20666037067918,9.82275590185077e-11,*
171,24,EXET,PQET,6.5783339281343,1.20243416685683,103,5.47084747710564,3.15855233018279e-07,*
172,0,EXET,PVET,-3.14250574230322e-15,1.20243416685683,103,-2.6134534670765e-15,0.999999999999998,NS
173,2,EXET,PVET,22.2442402960925,1.20243416685683,103,18.4993415100962,1.62033038243865e-34,*
174,4,EXET,PVET,33.0210984147925,1.20243416685683,103,27.4618763546198,3.39056884075381e-49,*
175,6,EXET,PVET,22.4353376158559,1.20243416685683,103,18.6582669008001,8.20474736772762e-35,*
176,8,EXET,PVET,9.8756768356977,1.20243416685683,103,8.21307070932025,6.6517749298036e-13,*
177,12,EXET,PVET,2.05758423475672,1.20243416685683,103,1.71118244264071,0.0900573968385585,*
178,16,EXET,PVET,0.49891031965158,1.20243416685683,103,0.414916952131971,0.679065663789003,NS
179,20,EXET,PVET,-1.85336472747012,1.20243416685683,103,-1.54134403242619,0.126299831556715,*
180,24,EXET,PVET,-4.50043272529528,1.20243416685683,103,-3.74276850187936,0.000299866948576676,*
181,0,PQET,EXET,-1.47255108946138e-15,1.20243416685743,103,-1.22464175590578e-15,0.999999999999999,NS
182,2,PQET,EXET,-44.8113922178472,1.20243416685743,103,-37.267231298793,1.3305142381153e-61,*
183,4,PQET,EXET,-67.5354255810262,1.20243416685743,103,-56.1655909674711,4.45013322979787e-79,*
184,6,PQET,EXET,-55.9545444648637,1.20243416685743,103,-46.5343933224231,5.56450328500397e-71,*
185,8,PQET,EXET,-41.1625537053821,1.20243416685743,103,-34.2326880256245,4.38428986493759e-58,*
