"tempos","tratamento.evidencia","tratamentos.comparado","value","Std.Error","DF","t.value","p.value","significancia"
"0","PAET","EXET",1.42209177918391e-13,1.20243416685726,103,1.18267745410192e-13,0.999999999999906,"NS"
"2","PAET","EXET",-21.8575716654592,1.20243416685726,103,-18.1777699502561,6.4837897380785e-34,"*"
"4","PAET","EXET",-44.7123094570887,1.20243416685726,103,-37.1848294813102,1.64532491260584e-61,"*"
"6","PAET","EXET",-41.6506558670592,1.20243416685726,103,-34.6386164125054,1.43327839810587e-58,"*"
"8","PAET","EXET",-33.66739447981,1.20243416685726,103,-27.9993661256356,5.81669427705475e-50,"*"
"12","PAET","EXET",-16.0319525319554,1.20243416685726,103,-13.332914993473,3.65321268260991e-24,"*"
"16","PAET","EXET",-11.206322815145,1.20243416685726,103,-9.31969759677937,2.40811189473803e-15,"*"
"20","PAET","EXET",-8.65226127408775,1.20243416685726,103,-7.19562160870869,1.03660966040327e-10,"*"
"24","PAET","EXET",-5.866904167517,1.20243416685726,103,-4.87918950511113,3.896275638902e-06,"*"
"0","PAET","GBET",1.34570171766807e-13,1.20243416685726,103,1.11914793737544e-13,0.999999999999911,"NS"
"2","PAET","GBET",-19.4493393404341,1.20243416685726,103,-16.174972299122,4.90536582596236e-30,"*"
"4","PAET","GBET",-21.9741863406377,1.20243416685726,103,-18.2747521205843,4.26194384507318e-34,"*"
"6","PAET","GBET",-34.0408409222718,1.20243416685726,103,-28.3099415007829,2.12536969637021e-50,"*"
"8","PAET","GBET",-20.7973783565987,1.20243416685726,103,-17.2960640422882,3.10614372545608e-32,"*"
"12","PAET","GBET",-13.0936333819467,1.20243416685726,103,-10.8892725629785,7.82309104255665e-19,"*"
"16","PAET","GBET",-6.82063032486384,1.20243416685726,103,-5.6723523938866,1.29908524893582e-07,"*"
"20","PAET","GBET",-5.08859572272816,1.20243416685726,103,-4.23191211875487,5.03993934609148e-05,"*"
"24","PAET","GBET",-5.71690150729889,1.20243416685726,103,-4.75444033850173,6.486561245847e-06,"*"
"0","PAET","GVET",1.48146970003562e-13,1.20243416685726,103,1.23205888594105e-13,0.999999999999902,"NS"
"2","PAET","GVET",-23.9131744531097,1.20243416685726,103,-19.8873045296195,4.72930813516811e-37,"*"
"4","PAET","GVET",-51.2875137156371,1.20243416685726,103,-42.6530741800896,2.82290735178072e-67,"*"
"6","PAET","GVET",-57.3911261532407,1.20243416685726,103,-47.7291212567926,4.5839830421087e-72,"*"
"8","PAET","GVET",-57.2184501162519,1.20243416685726,103,-47.5855158588854,6.16939626878607e-72,"*"
"12","PAET","GVET",-47.5198362032068,1.20243416685726,103,-39.5196988849767,4.66600505963179e-64,"*"
"16","PAET","GVET",-27.846375087362,1.20243416685726,103,-23.158336526766,1.25559638267996e-42,"*"
"20","PAET","GVET",-17.0656886132337,1.20243416685726,103,-14.1926178443826,5.5404177864651e-26,"*"
"24","PAET","GVET",-11.6352812372411,1.20243416685726,103,-9.67643930781808,3.8806062226345e-16,"*"
"0","PAET","PQET",1.43534545023303e-13,1.20243416685726,103,1.19369982140853e-13,0.999999999999905,"NS"
"2","PAET","PQET",22.953820552388,1.20243416685726,103,19.089461348542,1.31567344736547e-35,"*"
"4","PAET","PQET",22.8231161239375,1.20243416685726,103,18.9807614861686,2.08250547783496e-35,"*"
"6","PAET","PQET",14.3038885978045,1.20243416685726,103,11.8957769099241,4.72222956351503e-21,"*"
"8","PAET","PQET",7.49515922557199,1.20243416685726,103,6.23332189999364,1.0151711810815e-08,"*"
"12","PAET","PQET",1.14044595334188,1.20243416685726,103,0.948447727764263,0.345121574856919,"*"
"16","PAET","PQET",0.477815150383808,1.20243416685726,103,0.39737323136172,0.6919145329935,"NS"
"20","PAET","PQET",0.0132733845499748,1.20243416685726,103,0.0110387619678728,0.991213873978091,"NS"
"24","PAET","PQET",0.711429760617292,1.20243416685726,103,0.591657971992527,0.555376029315804,"NS"
"0","PAET","PVET",1.42209910335717e-13,1.20243416685726,103,1.18268354522397e-13,0.999999999999906,"NS"
"2","PAET","PVET",0.386668630633283,1.20243416685726,103,0.321571559833415,0.748428957052504,"NS"
"4","PAET","PVET",-11.6912110422962,1.20243416685726,103,-9.72295312670035,3.05808985481e-16,"*"
"6","PAET","PVET",-19.2153182512033,1.20243416685726,103,-15.980349511712,1.20042282282039e-29,"*"
"8","PAET","PVET",-23.7917176441123,1.20243416685726,103,-19.7862954163183,7.17413977552023e-37,"*"
"12","PAET","PVET",-13.9743682971987,1.20243416685726,103,-11.6217325508329,1.88699756962858e-20,"*"
"16","PAET","PVET",-10.7074124954934,1.20243416685726,103,-8.90478064464753,2.00085327279053e-14,"*"
"20","PAET","PVET",-10.5056260015579,1.20243416685726,103,-8.73696564113433,4.69833117287442e-14,"*"
"24","PAET","PVET",-10.3673368928123,1.20243416685726,103,-8.62195800698915,8.42383335646672e-14,"*"
