"tempos","tratamento.evidencia","tratamentos.comparado","value","Std.Error","DF","t.value","p.value","significancia"
"0","AGET","CMET",-4.22897982809737e-15,0.711141387578375,137,-5.94674969276949e-15,0.999999999999995,"SN"
"1","AGET","CMET",4.18369507740084,0.711141387578375,137,5.88307072331626,2.93734428917454e-08,"*"
"2","AGET","CMET",8.95495142511533,0.711141387578375,137,12.5923643055136,1.2322858637831e-24,"*"
"3","AGET","CMET",6.70929181743827,0.711141387578375,137,9.43453993063909,1.37400803716632e-16,"*"
"4","AGET","CMET",-8.66803714024097,0.711141387578375,137,-12.188908270067,1.32112369246194e-23,"*"
"6","AGET","CMET",3.03434498225177,0.711141387578376,137,4.26686596400263,3.67490393498951e-05,"*"
"8","AGET","CMET",5.3484538938595,0.711141387578375,137,7.520943074446,6.46316254041205e-12,"*"
"12","AGET","CMET",5.24322067311908,0.711141387578375,137,7.37296515812928,1.43542159073119e-11,"*"
"16","AGET","CMET",4.17345767474114,0.711141387578375,137,5.86867498874292,3.14841887042624e-08,"*"
"0","AGET","CPET",3.01729767673121e-15,0.711141387578375,137,4.24289421124245e-15,0.999999999999997,"SN"
"1","AGET","CPET",18.3471031652022,0.711141387578376,137,25.799515378621,1.90282809517685e-54,"*"
"2","AGET","CPET",60.9846793921807,0.711141387578375,137,85.7560542212987,6.24768931921077e-121,"*"
"3","AGET","CPET",60.0167356007716,0.711141387578375,137,84.3949412157609,5.37141313286402e-120,"*"
"4","AGET","CPET",28.3748638703075,0.711141387578375,137,39.9004535046559,2.66717409154048e-77,"*"
"6","AGET","CPET",5.45268614803256,0.711141387578375,137,7.66751344145557,2.91487309843397e-12,"*"
"8","AGET","CPET",1.04827699117741,0.711141387578375,137,1.47407675813535,0.14275507011695,"*"
"12","AGET","CPET",-0.462328143527476,0.711141387578375,137,-0.650121272088839,0.516702575822418,"SN"
"16","AGET","CPET",-1.17090610138011,0.711141387578375,137,-1.64651660251044,0.101949506334001,"*"
"0","AGET","CVET",3.76320621057383e-15,0.711141387578375,137,5.29178342915541e-15,0.999999999999996,"SN"
"1","AGET","CVET",55.8797064282339,0.711141387578375,137,78.5774916272545,7.83658523589975e-116,"*"
"2","AGET","CVET",81.2075217319057,0.711141387578375,137,114.193215512936,9.83433786693707e-138,"*"
"3","AGET","CVET",68.9666798852364,0.711141387578375,137,96.9802645295139,3.93917983117496e-128,"*"
"4","AGET","CVET",32.4662118963618,0.711141387578376,137,45.6536667158663,9.32701133667971e-85,"*"
"6","AGET","CVET",6.89194211316418,0.711141387578375,137,9.69138097366695,3.10143955464046e-17,"*"
"8","AGET","CVET",3.38680382103691,0.711141387578375,137,4.76249010421102,4.80673068112345e-06,"*"
"12","AGET","CVET",1.27196295509335,0.711141387578375,137,1.78862175273572,0.0758856449422642,"*"
"16","AGET","CVET",-5.24046856864326,0.711141387578375,137,-7.36909517597963,1.46556723923288e-11,"*"
"0","AGET","MBET",-1.09317656590955e-13,0.711141387578376,137,-1.53721409694927e-13,0.999999999999878,"SN"
"1","AGET","MBET",22.9847210498322,0.711141387578375,137,32.3208878730871,5.74469137656333e-66,"*"
"2","AGET","MBET",38.3440184965875,0.711141387578376,137,53.9189803411091,3.88627439492274e-94,"*"
"3","AGET","MBET",36.8251785173836,0.711141387578376,137,51.7832025538311,7.63080532087203e-92,"*"
"4","AGET","MBET",13.0858319309153,0.711141387578375,137,18.4011676995428,7.5755714586216e-39,"*"
"6","AGET","MBET",-3.82243676312533,0.711141387578376,137,-5.37507284752718,3.20625179723964e-07,"*"
"8","AGET","MBET",-7.16128243439053,0.711141387578375,137,-10.0701246748928,3.41384306625771e-18,"*"
"12","AGET","MBET",-7.74669100455032,0.711141387578375,137,-10.8933204280655,2.72815128220002e-20,"*"
"16","AGET","MBET",-8.94068123568788,0.711141387578375,137,-12.5722977059924,1.38641587048587e-24,"*"
"0","AGET","MRET",3.6555330087145e-15,0.711141387578376,137,5.14037443547274e-15,0.999999999999996,"SN"
"1","AGET","MRET",1.08838346666513,0.711141387578376,137,1.53047408810133,0.128205222377746,"*"
