"tempos","tratamento.evidencia","tratamentos.comparado","value","Std.Error","DF","t.value","p.value","significancia"
"0","MBEV","AGEV",-5.04323728318968e-14,0.641070750628806,137,-7.866896560548e-14,0.999999999999937,"NS"
"1","MBEV","AGEV",-24.5601363230649,0.641070750628806,137,-38.3111166731201,4.43589738329193e-75,"*"
"2","MBEV","AGEV",-44.2871241668468,0.641070750628806,137,-69.0830522581275,2.33530075512896e-108,"*"
"3","MBEV","AGEV",-45.7808149157826,0.641070750628807,137,-71.4130458625317,2.80328412591538e-110,"*"
"4","MBEV","AGEV",-24.4589835824666,0.641070750628807,137,-38.1533295014249,7.4412218469174e-75,"*"
"6","MBEV","AGEV",2.42649161450946,0.641070750628806,137,3.78506056021023,0.000228998443230103,"*"
"8","MBEV","AGEV",4.42926411834333,0.641070750628806,137,6.90916581983939,1.67715502777684e-10,"*"
"12","MBEV","AGEV",0.903355592358135,0.641070750628806,137,1.40913556182693,0.161060853229139,"*"
"16","MBEV","AGEV",6.16776034753836,0.641070750628807,137,9.62102910090437,4.66586764931182e-17,"*"
"0","MBEV","CMEV",-5.04552794158407e-14,0.641070750628806,137,-7.87046973619537e-14,0.999999999999937,"NS"
"1","MBEV","CMEV",-21.100238483133,0.641070750628806,137,-32.9140558392914,6.30655478686891e-67,"*"
"2","MBEV","CMEV",-34.0098653227094,0.641070750628806,137,-53.0516566063109,3.24043344753058e-93,"*"
"3","MBEV","CMEV",-22.8757780076111,0.641070750628806,137,-35.6837025947182,3.10170604445633e-71,"*"
"4","MBEV","CMEV",-11.0370757841921,0.641070750628807,137,-17.2166266724322,4.48214912553986e-36,"*"
"6","MBEV","CMEV",16.1158451058912,0.641070750628806,137,25.1389493126674,3.59260291999316e-53,"*"
"8","MBEV","CMEV",11.9723057491216,0.641070750628806,137,18.6754827565887,1.77070493221657e-39,"*"
"12","MBEV","CMEV",8.39952484097898,0.641070750628806,137,13.1023367276391,6.20297544659552e-26,"*"
"16","MBEV","CMEV",10.3606292302931,0.641070750628807,137,16.1614443025684,1.51959932298689e-33,"*"
"0","MBEV","CPEV",-4.34152664295855e-14,0.641070750628806,137,-6.77230498927003e-14,0.999999999999946,"NS"
"1","MBEV","CPEV",-8.56082735577585,0.641070750628806,137,-13.353950944383,1.42664126948386e-26,"*"
"2","MBEV","CPEV",7.79677253634356,0.641070750628806,137,12.1621092971344,1.54685913954099e-23,"*"
"3","MBEV","CPEV",17.714056197783,0.641070750628806,137,27.6319831787799,7.08620285977709e-58,"*"
"4","MBEV","CPEV",11.2175169704984,0.641070750628807,137,17.4980951158597,9.68491358053966e-37,"*"
"6","MBEV","CPEV",14.5904363177409,0.641070750628806,137,22.7594790488096,2.16784648565724e-48,"*"
"8","MBEV","CPEV",7.09428365415537,0.641070750628806,137,11.0663037538319,9.85317693740328e-21,"*"
"12","MBEV","CPEV",2.14054963262873,0.641070750628806,137,3.33902245661517,0.00108310353103201,"*"
"16","MBEV","CPEV",6.36129203244563,0.641070750628806,137,9.92291728519206,8.06043430006808e-18,"*"
"0","MBEV","CVEV",-4.63239296559019e-14,0.641070750628806,137,-7.22602452388667e-14,0.999999999999942,"NS"
"1","MBEV","CVEV",22.6622466158633,0.641070750628806,137,35.3506170631472,9.89276285394987e-71,"*"
"2","MBEV","CVEV",29.6653871024336,0.641070750628806,137,46.2747474804236,1.63826132851076e-85,"*"
"3","MBEV","CVEV",24.4964874370454,0.641070750628807,137,38.2118313977319,6.14125975068872e-75,"*"
"4","MBEV","CVEV",11.7932179167712,0.641070750628807,137,18.3961253967734,7.78138803199872e-39,"*"
"6","MBEV","CVEV",13.0833110421658,0.641070750628806,137,20.4085290575693,2.26404038676436e-43,"*"
"8","MBEV","CVEV",5.52187176155235,0.641070750628806,137,8.61351380660578,1.51084376019537e-14,"*"
"12","MBEV","CVEV",-0.878016569075851,0.641070750628806,137,-1.36960946699663,0.173049602969494,"*"
"16","MBEV","CVEV",2.94000020694948,0.641070750628807,137,4.5860775960621,1.0083474475528e-05,"*"
"0","MBEV","MREV",-3.57695969613372e-14,0.641070750628806,137,-5.57966447950588e-14,0.999999999999956,"NS"
"1","MBEV","MREV",-18.7907858759106,0.641070750628806,137,-29.3115632829595,6.98235749049201e-61,"*"
"2","MBEV","MREV",-8.91247365624324,0.641070750628806,137,-13.9024805725441,5.87440606347297e-28,"*"
"3","MBEV","MREV",12.2045435003797,0.641070750628807,137,19.0377481555798,2.63473251964384e-40,"*"
"4","MBEV","MREV",6.1160346524523,0.641070750628806,137,9.54034269455169,7.44868230783957e-17,"*"
"6","MBEV","MREV",8.92335944438956,0.641070750628806,137,13.9194612071085,5.32385716035866e-28,"*"
"8","MBEV","MREV",1.63070940538708,0.641070750628806,137,2.54372766779263,0.0120775366914965,"*"
"12","MBEV","MREV",-1.84389676702289,0.641070750628806,137,-2.87627655015343,0.00466823770733238,"*"
"16","MBEV","MREV",1.36756750467126,0.641070750628807,137,2.133255188027,0.0346860418403173,"*"
"0","MBEV","PPEV",-5.03587780757269e-14,0.641070750628806,137,-7.85541658644254e-14,0.999999999999937,"NS"
"1","MBEV","PPEV",-28.0245509151003,0.641070750628806,137,-43.7152231444219,2.43530845404953e-82,"*"
"2","MBEV","PPEV",-52.2681581066925,0.641070750628806,137,-81.5325891181656,5.53684452902752e-118,"*"
"3","MBEV","PPEV",-56.258573819006,0.641070750628806,137,-87.7571995974293,2.80299034899712e-122,"*"
"4","MBEV","PPEV",-46.437152100092,0.641070750628807,137,-72.4368598232617,4.19199082921221e-111,"*"
"6","MBEV","PPEV",-1.27097801893509,0.641070750628806,137,-1.98258619300355,0.0494140090186501,"*"
"8","MBEV","PPEV",5.07134483180361,0.641070750628806,137,7.91074125099186,7.68075623738778e-13,"*"
"12","MBEV","PPEV",-0.150131628215866,0.641070750628806,137,-0.234188859916953,0.81518797691518,"NS"
