"tempos","tratamento.evidencia","tratamentos.comparado","value","Std.Error","DF","t.value","p.value","significancia"
"0","GVSB","EXSB",-3.3177167732968e-15,1.51216304178673,103,-2.19402053985969e-15,0.999999999999998,"NS"
"2","GVSB","EXSB",1.23311214667127,1.51216304178673,103,0.815462428716855,0.416689370142542,"*"
"4","GVSB","EXSB",-1.57521179313152,1.51216304178673,103,-1.041694413633,0.299992308715513,"*"
"6","GVSB","EXSB",-7.55970300932471,1.51216304178673,103,-4.99926449755866,2.36912967531056e-06,"*"
"8","GVSB","EXSB",-1.92141666186018,1.51216304178673,103,-1.2706411998999,0.206718813265026,"*"
"12","GVSB","EXSB",-6.51863050948514,1.51216304178673,103,-4.31079872298883,3.73242754949852e-05,"*"
"16","GVSB","EXSB",-8.91301921977444,1.51216304178673,103,-5.89421839674316,4.80055103503233e-08,"*"
"20","GVSB","EXSB",-4.27436779032555,1.51216304178673,103,-2.82665802047051,0.00565145713701223,"*"
"24","GVSB","EXSB",-8.13174950701212,1.51216304178673,103,-5.37756133584899,4.74015491051408e-07,"*"
"0","GVSB","GBSB",1.28919167692225e-14,1.51216304178673,103,8.52548066112618e-15,0.999999999999993,"NS"
"2","GVSB","GBSB",3.63395604923076,1.51216304178673,103,2.40315094921047,0.0180431718182779,"*"
"4","GVSB","GBSB",21.2246928762035,1.51216304178673,103,14.0359817623403,1.18133313223229e-25,"*"
"6","GVSB","GBSB",30.5451078166803,1.51216304178673,103,20.1996127220442,1.31426166558979e-37,"*"
"8","GVSB","GBSB",32.2894171812374,1.51216304178673,103,21.3531320955213,1.28506381482569e-39,"*"
"12","GVSB","GBSB",17.6261243078322,1.51216304178673,103,11.6562327082176,1.58456369547915e-20,"*"
"16","GVSB","GBSB",1.76976576860364,1.51216304178673,103,1.17035380425151,0.244559409634702,"*"
"20","GVSB","GBSB",8.27436846573538,1.51216304178673,103,5.47187587388633,3.14438782652443e-07,"*"
"24","GVSB","GBSB",-2.58762315765529,1.51216304178673,103,-1.71120645469408,0.0900529479551057,"*"
"0","GVSB","PASB",4.8650420146526e-14,1.51216304178673,103,3.21727345544975e-14,0.999999999999974,"NS"
"2","GVSB","PASB",16.0409207686255,1.51216304178673,103,10.607930709424,3.29258332225588e-18,"*"
"4","GVSB","PASB",43.56973867277,1.51216304178673,103,28.8128577863463,4.23868836004081e-51,"*"
"6","GVSB","PASB",45.3163672288796,1.51216304178673,103,29.9679108512896,1.13407656427869e-52,"*"
"8","GVSB","PASB",44.7580963579194,1.51216304178673,103,29.5987238949012,3.56449930358448e-52,"*"
"12","GVSB","PASB",20.6479158210657,1.51216304178673,103,13.6545565858221,7.55153644260369e-25,"*"
"16","GVSB","PASB",9.18549137571184,1.51216304178673,103,6.07440541917922,2.11229297590393e-08,"*"
"20","GVSB","PASB",8.56991327652188,1.51216304178673,103,5.66732094337917,1.32847406517555e-07,"*"
"24","GVSB","PASB",4.34401497007462,1.51216304178673,103,2.87271600352159,0.00494248810335859,"*"
"0","GVSB","PQSB",6.72035206785877e-15,1.51216304178673,103,4.44419806737122e-15,0.999999999999996,"NS"
"2","GVSB","PQSB",44.2210871085857,1.51216304178673,103,29.2435973414185,1.0841018475793e-51,"*"
"4","GVSB","PQSB",65.8039345740099,1.51216304178673,103,43.5164282921886,3.99006378265645e-68,"*"
"6","GVSB","PQSB",57.1955226735478,1.51216304178673,103,37.8236480412636,3.2047722474394e-62,"*"
"8","GVSB","PQSB",50.7061230986021,1.51216304178673,103,33.5321798624897,3.0997353379909e-57,"*"
"12","GVSB","PQSB",24.1198634015775,1.51216304178673,103,15.9505706296579,1.37715953906032e-29,"*"
"16","GVSB","PQSB",6.22735893699843,1.51216304178673,103,4.11817956457946,7.72409508094711e-05,"*"
"20","GVSB","PQSB",6.92584526463646,1.51216304178673,103,4.58009161264322,1.30582864462942e-05,"*"
"24","GVSB","PQSB",0.686275155904948,1.51216304178673,103,0.453836747057423,0.65090115053019,"NS"
"0","GVSB","PVSB",4.82918983067185e-15,1.51216304178673,103,3.19356425016565e-15,0.999999999999997,"NS"
"2","GVSB","PVSB",15.8824937671735,1.51216304178673,103,10.5031622439384,5.62658400296254e-18,"*"
"4","GVSB","PVSB",24.4141711197545,1.51216304178673,103,16.1451976044246,5.62338968274987e-30,"*"
"6","GVSB","PVSB",12.8552509386134,1.51216304178673,103,8.50123338778601,1.55303884920702e-13,"*"
"8","GVSB","PVSB",6.88901549870844,1.51216304178673,103,4.55573592816326,1.43816948048181e-05,"*"
"12","GVSB","PVSB",-10.948794134119,1.51216304178673,103,-7.24048520666279,8.32762751097334e-11,"*"
"16","GVSB","PVSB",-17.102433482344,1.51216304178673,103,-11.3099136863815,9.18073023287692e-20,"*"
"20","GVSB","PVSB",-9.66017420291102,1.51216304178673,103,-6.38831523847907,4.93151691325358e-09,"*"
"24","GVSB","PVSB",-15.5589592076441,1.51216304178673,103,-10.2892074317992,1.68197974699897e-17,"*"
