ID,TEMPOS,TRATAMENTO EM EVIDENCIA,TRATAMENTO COMPARADO,VALUE,STD.ERROR,DF,T.VALUE,P.VALUE,SIGN.
1,0,QTSB,AGSB,1.49581882455548e-14,0.789200614337146,137,1.89535942747817e-14,0.999999999999985,NS
2,1,QTSB,AGSB,-54.3637170208933,0.789200614337146,137,-68.8845345952419,3.42615500100492e-108,*
3,2,QTSB,AGSB,-69.8595803070369,0.789200614337146,137,-88.5194195720594,8.74842756942971e-123,*
4,3,QTSB,AGSB,-70.585969343572,0.789200614337146,137,-89.4398307113046,2.17201819286254e-123,*
5,4,QTSB,AGSB,-48.9615162835131,0.789200614337146,137,-62.0393793340317,3.7126722711135e-102,*
6,6,QTSB,AGSB,-3.67908307504695,0.789200614337146,137,-4.66178435268582,7.35352610311121e-06,*
7,8,QTSB,AGSB,7.70987724505593,0.789200614337147,137,9.76922357255321,1.97269135227362e-17,*
8,12,QTSB,AGSB,12.5731609747224,0.789200614337146,137,15.9315144290437,5.49939367482613e-33,*
9,16,QTSB,AGSB,12.8467768986465,0.789200614337146,137,16.2782145189238,7.92531404863114e-34,*
10,0,QTSB,CMSB,1.33808721013925e-14,0.789200614337146,137,1.69549691907313e-14,0.999999999999986,NS
11,1,QTSB,CMSB,-53.1504017292718,0.789200614337146,137,-67.3471367909579,6.91058402594634e-107,*
12,2,QTSB,CMSB,-69.6084777470724,0.789200614337147,137,-88.2012462769519,1.42071675316157e-122,*
13,3,QTSB,CMSB,-70.707940588362,0.789200614337146,137,-89.5943810785677,1.72129151341351e-123,*
14,4,QTSB,CMSB,-42.7484191335092,0.789200614337146,137,-54.1667332195551,2.13257218707822e-94,*
15,6,QTSB,CMSB,-2.23894224105725,0.789200614337146,137,-2.836974782309,0.00524627660656253,*
16,8,QTSB,CMSB,9.03676074823102,0.789200614337147,137,11.4505242191443,1.02407854419453e-21,*
17,12,QTSB,CMSB,19.0987283994853,0.789200614337146,137,24.2000931734276,2.5510624308882e-51,*
18,16,QTSB,CMSB,19.7330392843914,0.789200614337147,137,25.0038316315368,6.59317981384939e-53,*
19,0,QTSB,CPSB,2.58012078120052e-14,0.789200614337146,137,3.26928379720989e-14,0.999999999999974,NS
20,1,QTSB,CPSB,-38.9010839982131,0.789200614337147,137,-49.2917558495394,4.65533258780543e-89,*
21,2,QTSB,CPSB,-20.2909269636363,0.789200614337146,137,-25.710733867939,2.81605840499651e-54,*
22,3,QTSB,CPSB,-4.71781268844775,0.789200614337146,137,-5.97796378099662,1.85478236849529e-08,*
23,4,QTSB,CPSB,6.08614373350162,0.789200614337146,137,7.71178281280661,2.28918966941498e-12,*
24,6,QTSB,CPSB,11.0776993108752,0.789200614337146,137,14.0366075616646,2.7017668445195e-28,*
25,8,QTSB,CPSB,10.84640176968,0.789200614337147,137,13.7435293037499,1.47730192862278e-27,*
26,12,QTSB,CPSB,10.2301536660929,0.789200614337146,137,12.9626782851471,1.40457978158885e-25,*
27,16,QTSB,CPSB,8.26662072330496,0.789200614337147,137,10.4746759862169,3.19469824208226e-19,*
28,0,QTSB,CVSB,-7.06964325004659e-15,0.789200614337146,137,-8.95797991235019e-15,0.999999999999993,NS
29,1,QTSB,CVSB,-7.88952294193628,0.789200614337146,137,-9.99685352318527,5.23663913370173e-18,*
30,2,QTSB,CVSB,3.16944639654691,0.789200614337147,137,4.01602119786607,9.70869157224807e-05,*
31,3,QTSB,CVSB,7.55776288107014,0.789200614337146,137,9.57647870993859,6.04137833999073e-17,*
32,4,QTSB,CVSB,10.041483618973,0.789200614337146,137,12.7236135357129,5.70324656698552e-25,*
33,6,QTSB,CVSB,8.51052590076383,0.789200614337146,137,10.7837294423698,5.19852930873316e-20,*
34,8,QTSB,CVSB,11.772242618568,0.789200614337147,137,14.916666820458,1.71583462007591e-30,*
35,12,QTSB,CVSB,11.2652127651326,0.789200614337146,137,14.274206786565,6.84889878613055e-29,*
